player_id,player_name,team_name,team_short,position,jersey_number,is_starter,vmax_kmh,threshold_kmh,low_confidence,games_appeared,total_runs,runs_per_game,total_hsr_distance_m,hsr_distance_per_game_m,mean_duration_sec,mean_pct_of_vmax_pct,tournament_peak_speed_kmh,mean_peak_speed_kmh
13901,Pape Abou Cissé,Senegal,SEN,LCB,4,true,19.67,15.73,false,1,20,20.0,224.9,224.9,2.13,104.3,31.0,20.5
13980,Saeid Ezatolahi,Iran,IRN,CDM,6,false,18.45,14.76,false,3,60,20.0,516.1,172.0,1.79,99.8,33.89,18.41
11841,Hidemasa Morita,Japan,JPN,CDM,13,false,20.07,16.06,false,3,60,20.0,600.2,200.1,1.82,104.6,45.0,20.99
5098,Ko Itakura,Japan,JPN,RCB,4,true,17.38,13.91,false,3,60,20.0,591.7,197.2,2.02,108.9,45.0,18.93
14025,Youssef Msakni,Tunisia,TUN,LW,7,true,21.08,16.87,false,2,40,20.0,391.8,195.9,1.77,99.9,29.63,21.07
4012,Eduardo Camavinga,France,FRA,CM,25,false,19.67,15.73,false,2,40,20.0,406.0,203.0,1.97,100.8,36.28,19.83
13998,Salem Al-Dawsari,Saudi Arabia,KSA,LM,10,true,20.64,16.51,false,3,60,20.0,657.6,219.2,1.98,104.3,34.77,21.52
4608,Niklas Süle,Germany,GER,RB,15,true,19.63,15.71,false,3,59,19.67,638.2,212.7,2.04,104.5,45.0,20.53
1522,Frenkie de Jong,Netherlands,NED,CM,21,true,20.26,16.21,false,5,98,19.6,1034.6,206.9,1.96,101.6,35.42,20.59
7649,Mohamed Drager,Tunisia,TUN,RWB,20,true,19.83,15.87,false,2,39,19.5,359.9,179.9,1.77,99.2,45.0,19.68
3352,Jorge Sánchez,Mexico,MEX,RB,19,true,22.35,17.88,false,2,39,19.5,458.3,229.1,1.93,106.1,43.96,23.71
8022,Jurrien Timber,Netherlands,NED,RCB,2,false,21.07,16.85,false,4,78,19.5,832.1,208.0,1.88,102.5,37.76,21.58
5135,Josh Sargent,United States,USA,CF,24,true,18.02,14.41,false,3,58,19.33,498.8,166.3,1.86,95.4,22.35,17.2
13222,Nahuel Molina,Argentina,ARG,RB,26,true,20.02,16.02,false,6,116,19.33,1188.6,198.1,1.87,107.6,45.0,21.55
1907,Vitinha,Portugal,POR,CM,16,false,17.53,14.02,false,3,58,19.33,472.9,157.6,1.84,95.0,22.03,16.64
8054,Adrien Rabiot,France,FRA,CM,14,true,20.17,16.13,false,6,115,19.17,1098.6,183.1,1.78,102.0,37.05,20.56
1687,Luka Modric,Croatia,CRO,CM,10,true,20.18,16.15,false,7,134,19.14,1367.8,195.4,1.89,102.9,35.94,20.78
